A_bl,b3,PBR_eff,L0,L_ol0
7.009422817413163420e-01,-1.217559843525894622e-02,2.329381259524440306e+00,1.963599038201444769e+00,5.268843729882243565e+01
9.043010121995618267e-01,-1.450594923081755493e-02,1.299528727495591340e+00,1.897153267253389952e+00,1.202578922129537915e+02
8.078634748905108021e-01,-1.511875041837263366e-02,7.878295058599057432e-01,1.932340724575395852e+00,1.492509030248989177e+02
6.500354669351622316e-01,-1.117212211114234320e-02,9.464263572001758205e-12,1.954254180119655349e+00,2.204422173478169213e+02
7.665737263462055751e-01,-1.380802320663488889e-02,2.559996112047103534e+00,1.880782860661108113e+00,7.851186238672705997e+01
9.244616604294128015e-01,-1.622488097600878129e-02,5.116355130198489013e-11,1.957747191046295576e+00,2.500203870983877721e+02
7.946604291939852738e-01,-1.401947334191796027e-02,2.552056517522163226e+00,1.952246794364912441e+00,6.936028635335591029e-07
8.431437602463036640e-01,-1.374689887675866612e-02,5.301823556918310438e-09,1.909462638499463294e+00,2.079546836079552747e+02
6.824517922683572824e-01,-1.230107183719319174e-02,3.407042915319503429e+00,1.946865667877969441e+00,2.701124863888511385e+01
6.258555727104797572e-01,-1.074954371623628412e-02,1.076380415333590079e+00,1.887569022622145321e+00,1.571646093407414924e+02
6.422551208745262974e-01,-1.055760042202621117e-02,1.274188487908677336e+00,1.874671856692661009e+00,1.371955271527355933e+02
6.632046267811220197e-01,-1.152471152438300402e-02,2.898339254362033213e+00,1.921390472344134404e+00,7.976204189365437353e-07
9.431199382994198688e-01,-1.495094790044579521e-02,2.418689506149777735e+00,1.974844536320600641e+00,4.480211895233825459e+01
8.576392335477149853e-01,-1.495129373691694158e-02,2.321793552220181578e+00,1.941155913172341041e+00,7.400390567033892912e-13
8.151829581272066472e-01,-1.323221911492411182e-02,1.768509812977656415e+00,1.908776787152585808e+00,2.208279091641633889e-14
8.686761172199660708e-01,-1.415264894388367813e-02,2.886331617000666341e-16,1.943429181029257435e+00,1.483809712243787260e+02
9.040459884890538200e-01,-1.668955303966178014e-02,1.269039180135367202e-12,1.959446830332048028e+00,2.493588002226415483e+02
8.939244693836966293e-01,-1.636022331764425478e-02,1.755537505094122874e+00,1.964434017445405578e+00,6.938324543558205448e+01
7.485368494819162333e-01,-1.269527374745023016e-02,9.331918830107016616e-01,1.920855956597587788e+00,9.923927715003421213e+01
6.910184140111562678e-01,-1.252986466900547421e-02,1.856873272366019290e+00,1.920560181820716972e+00,5.939868589117615727e+01
7.029049070122624920e-01,-1.181106277913377030e-02,6.179522531162433687e-09,1.927137217939385305e+00,2.000053521210154770e+02
7.023157863557626390e-01,-1.177801751141110617e-02,2.142465209110954662e-10,1.896827091628003892e+00,2.033155482942620438e+02
7.878852136058479561e-01,-1.292454976821970532e-02,5.687509943056968664e-01,1.983877533144796868e+00,1.044486558531545768e+02
8.720521949553785568e-01,-1.535816585799560340e-02,2.096827404542509041e-11,1.964678589410600473e+00,1.385044103830756796e+02
8.253526077958107665e-01,-1.424425855779616786e-02,6.002967553932716527e-01,1.922488080785736297e+00,1.520306711623323110e+02
8.077886843077620727e-01,-1.335851577236203853e-02,1.685518284137056177e+00,1.892410367795838599e+00,5.067331349579662003e+01
6.388015181225954464e-01,-1.100565072714139274e-02,1.035196357747585559e-09,1.933687384445877511e+00,1.533025640029170518e+02
5.656272783729902054e-01,-9.398819130368154737e-03,5.250413320791711413e-01,1.870777539682597190e+00,2.348542744127848607e+02
8.711225362849190912e-01,-1.452690927857413529e-02,9.627226797993772289e-02,1.952523003064067897e+00,1.901259646860767987e+02
7.909804496468340052e-01,-1.347093454877077573e-02,2.130242718830205551e+00,1.894186143803293643e+00,4.008006479496901875e+01
7.935074150483345523e-01,-1.306759725554630484e-02,3.911465039470931935e-16,1.932292926166758296e+00,1.828480085118156069e+02
8.514744307784866129e-01,-1.414961247444884718e-02,3.671834250834053306e-11,1.936157563183994679e+00,2.196181003987739189e+02
5.449110148060367642e-01,-8.195977902237168780e-03,1.437046137045072225e+00,1.911201902067368064e+00,5.723934076974991569e+01
7.645337052374958642e-01,-1.317106522508513025e-02,7.312175810979053558e-01,1.987136030948462251e+00,2.119986234546603328e+02
8.043137201080585719e-01,-1.458620187078835985e-02,1.097879037228099319e+00,1.891987484871498371e+00,1.680324419348297624e+02
7.500444099079754956e-01,-1.233023265884949232e-02,1.845230525714938397e+00,1.928733437698307407e+00,8.376188212261478611e-07
7.229030420087779740e-01,-1.157393914975717204e-02,1.885140393940966996e+00,1.912027141519201168e+00,6.762643844478107269e+01
9.987021527932208320e-01,-1.653292949984423374e-02,8.845556966452675640e-01,1.990396591211921029e+00,1.319120813544659825e+02
1.009371645102565829e+00,-1.560955155466530429e-02,8.261273193844823615e-01,1.935574009533138629e+00,1.037852160739993224e+02
5.734666327228419291e-01,-9.573659917316961962e-03,1.141811988805712996e+00,1.883466156827940274e+00,1.307558627585090960e+02
5.491959615580870313e-01,-9.828215250138183992e-03,1.844960884834891290e+00,1.896561796045507453e+00,1.089890950865503498e+02
6.738494972731978727e-01,-1.043771852186571765e-02,3.467919574362476332e-01,1.961246849763095490e+00,2.129495852921461676e+02
7.969010834608318827e-01,-1.406900991405007906e-02,1.091678415204580966e-10,1.869073265127938699e+00,1.795503100528926552e+02
9.423098052848002393e-01,-1.496646104995510811e-02,1.281852503609054459e-13,1.986682728489363781e+00,1.615896050426521242e+02
5.243593418299481446e-01,-8.476062882252147559e-03,6.546339675422258031e-01,1.889392154332687257e+00,1.528838511507208864e+02
8.827781544323313190e-01,-1.446435906986722787e-02,1.905020408879687377e+00,1.926445846162579079e+00,5.759172602311274858e+01
6.110864631477698206e-01,-9.831339113823027095e-03,6.605501382943455761e-10,1.916734698376108437e+00,1.921387111819124129e+02
7.479694794982014727e-01,-1.245895373997840498e-02,1.665346071654040694e+00,1.945118175487835721e+00,1.232852688764040607e+02
8.325458152865060635e-01,-1.591217721724270950e-02,1.992381240501475803e+00,1.970882069258889091e+00,8.021499855759631714e+01
6.278092933296859357e-01,-1.168434010154888701e-02,2.906688208448705018e-12,1.945184641757225386e+00,2.095515146290298389e+02
6.621027222974650295e-01,-1.249423843149156596e-02,8.115428157685029564e-01,1.928236956313570394e+00,1.621223887549745086e+02
5.681957198309143253e-01,-8.892538284962338627e-03,1.384052663451130100e-11,1.883839360028128240e+00,2.451684392195454052e+02
4.821657369265064386e-01,-7.594087375404243515e-03,5.745221917663163591e-01,1.904556475884846334e+00,1.645840949092238361e+02
5.125601905231296218e-01,-8.251762108661363920e-03,1.495519291015814933e-01,1.921435816980865852e+00,1.650537592155412767e+02
9.055899977759471753e-01,-1.490646242535669311e-02,1.255217488085750564e-11,1.973294235884599290e+00,1.513849849814984054e+02
7.622555698655937295e-01,-1.372432280467200845e-02,1.875075803098647187e+00,1.885130061510859933e+00,2.278897052267576654e-06
5.736669706465336027e-01,-9.938967065160574793e-03,2.036476231514862345e+00,1.901912486139170078e+00,6.630904272756328055e+01
7.610818843121839317e-01,-1.209734674737833818e-02,3.554168014290795398e-15,1.924918763109179087e+00,1.404582800603968735e+02
5.396625575215647785e-01,-8.563636302204866504e-03,2.353951321307047095e+00,1.895034357398999614e+00,4.768893071133319239e+01
5.710437684847790019e-01,-9.338790836773179851e-03,9.070488704173739203e-01,1.881781265735351205e+00,1.022854749878130463e+02
8.350095019526911910e-01,-1.388627130397353769e-02,3.347974594099574060e-09,1.937066114828027708e+00,1.806840412418391679e+02
7.579732473228821821e-01,-1.487727067196593575e-02,4.078776363770067487e-15,1.917205177625529666e+00,2.018474679848358164e+02
6.410376278770606451e-01,-1.079954617224122490e-02,1.789254640136256791e+00,1.898269155262808816e+00,9.832742499498478139e+01
6.224765063638150187e-01,-1.055051373286408113e-02,4.750579531432654323e-01,1.912914344130359323e+00,1.967347610377606486e+02
7.295184418907640911e-01,-1.208112633960918038e-02,3.561643894123377559e-11,1.928516631101947931e+00,1.441450371447542409e+02
7.852548791933818828e-01,-1.336662107157072718e-02,2.866523703569141102e+00,1.938728152111125036e+00,9.520865912529892789e-07
7.642040073156827207e-01,-1.359530262895798126e-02,6.531401653682383627e-08,1.919219876245406020e+00,2.248511819334600830e+02
1.070043872880987346e+00,-1.637595803829621291e-02,5.596309841594201417e-01,1.979477372294659698e+00,1.108389363820940474e+02
6.540123406197594358e-01,-1.160761170363195684e-02,2.147627059568087138e-02,1.913891844323032165e+00,1.846370053999643233e+02
6.171794273760301541e-01,-1.085012132170289252e-02,1.211631249412795874e+00,1.884627384967068053e+00,7.603566849957296370e+01
7.704636387174105261e-01,-1.328447072401656333e-02,2.640301951833218030e+00,1.928142916421463626e+00,5.570613119935364210e+01
6.790491467170773898e-01,-1.258404835503869855e-02,1.339468699222791548e+00,1.950331924317958210e+00,9.531190163005173644e-15
6.163645913531846654e-01,-9.875888662177291499e-03,7.774153100790987430e-15,1.975931976974874216e+00,2.449587779693239611e+02
6.764009740451448760e-01,-1.085969888791528740e-02,2.602485268852540834e+00,1.972836620167748301e+00,2.659785881489066575e-10
1.075307324443177448e+00,-1.718189704123133585e-02,2.483545900548863816e+00,1.991590859080271558e+00,3.356229110325182386e-08
5.787283119298657352e-01,-9.439253980036395666e-03,1.918333801005459582e+00,1.843605048494185716e+00,5.441415575659265613e+01
7.578105469382194759e-01,-1.228110161001221695e-02,8.568971395741324937e-01,1.917873289105763712e+00,1.952874410217914942e+02
5.478650541149034936e-01,-8.738552081944590127e-03,1.383154628083139714e+00,1.913998499111508655e+00,1.499000698523931305e+02
7.057993335243520905e-01,-1.267944931690684514e-02,4.434903042887299862e-01,1.899109532692925484e+00,1.748467411451449891e+02
1.018478639937231200e+00,-1.543313512208439181e-02,4.263729261127863768e-01,1.945234329019894126e+00,1.032444699989478636e+02
7.631132433253143832e-01,-1.266011769774520734e-02,1.873470774390419757e+00,1.946448028448074075e+00,6.492378264177251879e+01
8.490760754215140871e-01,-1.401386799999363407e-02,9.357782342722217317e-01,1.967476955895675284e+00,1.333794477593498868e+02
6.763110664581354348e-01,-1.217055328085030197e-02,1.989887091400115882e+00,1.855219407800442699e+00,5.386673076357234891e+01
6.174458371876987428e-01,-1.066142380741225831e-02,2.283488526910917304e-01,1.918078599371076054e+00,1.589328579195577333e+02
8.398666533748565532e-01,-1.396750239866732628e-02,1.787269654244407979e+00,1.904771005230183611e+00,1.863391370741486242e+01
7.387122576463577284e-01,-1.370354883819783522e-02,3.141828024453786882e-09,1.890402785503422445e+00,1.852510647600102232e+02
6.620921376242486778e-01,-1.178371468644428405e-02,1.470345506872994257e+00,1.874335416854135516e+00,4.424797971579950229e+01
5.790948013344360268e-01,-1.106128248990616465e-02,1.213859789216774621e+00,1.865088220710676259e+00,1.588645542802072725e+02
6.197417218860515886e-01,-1.029005307656062455e-02,1.249134842836518544e+00,1.929897891019681788e+00,4.918024375918195545e+01
5.792844490172656124e-01,-9.110295005360324189e-03,1.899790170049847626e-01,1.880458332364735696e+00,2.035533540516941855e+02
6.590492213354209872e-01,-1.116832046813898312e-02,1.408360982086807267e+00,1.930751836983201075e+00,8.661941072674795805e+01
6.127711741596828521e-01,-1.008125578443718959e-02,8.703724953117627505e-01,1.812857613590150185e+00,7.499494025038380585e+01
6.206186872917965891e-01,-1.009357521413514931e-02,6.945168852446121921e-01,1.926588628060768471e+00,4.929180379137126522e+01
7.288157697816954883e-01,-1.334733424774649756e-02,1.080983956848071522e-08,1.934567949914421492e+00,2.631356110336835741e+02
7.706999276602152227e-01,-1.303071140167910182e-02,1.779690644298887126e+00,1.947582827194602517e+00,1.364551793369558084e+02
6.655873333488150356e-01,-1.048543226805643755e-02,9.083950342315479931e-01,1.921133759524180640e+00,8.738044416258253477e+01
5.375195090630255912e-01,-9.395613111778682372e-03,2.473105096714926688e-09,1.935591029171949584e+00,1.457460650513640701e+02
7.113033302592844942e-01,-1.260768630599022090e-02,1.096632523679567539e+00,1.909612921575670086e+00,8.146153160290833029e+00
8.645528294713817896e-01,-1.397944826261756160e-02,2.582937772333394832e+00,1.924075844846949712e+00,2.355945611006934115e+01
6.731545234972222680e-01,-1.263435094272020824e-02,7.645863304947892834e-10,1.898451498040352847e+00,1.778364748780670936e+02
7.777131167984694393e-01,-1.382974185261344642e-02,2.176971081628001043e-11,1.968461707255354742e+00,1.963153510557648644e+02
7.114707193840406063e-01,-1.326839669314716641e-02,7.791515656729866866e-10,1.896169254771214119e+00,2.152653911155451283e+02
6.136900548381715170e-01,-9.750911393931686877e-03,4.700808948307756974e-01,1.900390590392780021e+00,1.350492193352811228e+02
7.968572833064992977e-01,-1.369696051999956879e-02,5.208382702022460518e-09,1.937265422971599094e+00,1.981820528562156483e+02
5.560741864815617053e-01,-8.392916623545874921e-03,2.734597586499362354e+00,1.842146658501805812e+00,8.565368105177894265e+00
9.293981669903174092e-01,-1.455975941650317941e-02,4.885539640534732033e-11,1.959448352837478868e+00,1.609878554095486436e+02
6.442122097374715084e-01,-1.082958547225920838e-02,1.326810359645524556e-11,1.890012072452869729e+00,1.247964808568042656e+02
5.726661600382179085e-01,-1.048003342124157085e-02,5.949222616357449089e-01,1.880818724957343813e+00,1.248189086360094109e+02
1.020871026655360669e+00,-1.655394303757751900e-02,2.362507122063238096e+00,1.979830821448136602e+00,6.326675479506964415e-09
7.979023645314575752e-01,-1.345887798087437755e-02,2.783672402655242850e-01,1.954711283121289167e+00,1.375388182444858671e+02
8.182715113935844498e-01,-1.353071096915683946e-02,3.337633954293190541e+00,1.906948884947036849e+00,1.224761127849703459e-06
8.331508060271145544e-01,-1.453814632975704985e-02,1.511648018353900930e-10,1.942278802964759743e+00,2.164276414262386652e+02
8.030551893043961220e-01,-1.277543792880862263e-02,2.432043189844559805e+00,1.973666575199178430e+00,3.657790588939687613e-09
6.454633155787028453e-01,-1.112564781131704372e-02,5.469816967334362179e-01,1.872757856644436059e+00,1.471039265162420122e+02
7.505000643447987674e-01,-1.240500970303876765e-02,2.354125094008634456e+00,1.920779672538537985e+00,6.144525185910845266e+01
6.315907451201620004e-01,-1.057521020472502321e-02,4.086478137969306035e-01,1.896966755888644718e+00,1.940800602731866320e+02
7.491352947183689270e-01,-1.296782613308105486e-02,6.214572555590600622e-01,1.892733139342174020e+00,1.659325434790116844e+02
6.095747792115707719e-01,-1.041656004262062063e-02,1.576846851068161248e+00,1.882979008866037418e+00,1.706211355428822429e+01
5.189982671814594717e-01,-7.782691355082747495e-03,2.634149924596950187e-01,1.909130731032690820e+00,9.650506771546545792e+01
9.223058304442306454e-01,-1.497786762356486875e-02,7.408444405493577190e-01,1.935922099628237580e+00,1.209099548901786534e+02
6.803286091172160432e-01,-1.132087449327859666e-02,1.255012181200922727e+00,1.884183874498323474e+00,1.978879770787279142e+02
8.712620763436542681e-01,-1.546671118741311038e-02,2.602631675385417065e+00,1.939424036542415797e+00,6.436431624817137719e-08
7.389709186876245450e-01,-1.203294480540193293e-02,2.050065247945521973e-01,1.874082574209172014e+00,9.681424867454040850e+01
8.786876865323455243e-01,-1.561652198381988446e-02,3.390993692482703104e+00,1.945408498874390490e+00,1.930189103639683168e+01
6.853504650817118238e-01,-1.146023746760662515e-02,1.663952366908409752e+00,1.898758725219409138e+00,1.279411803255723790e+01
7.707866517244988946e-01,-1.401933283622945614e-02,9.377222168164439958e-11,1.948275162179925468e+00,1.611908294660260026e+02
5.826814319249832286e-01,-9.151758944154627165e-03,6.359432497340028402e-13,1.891192076843935643e+00,1.724554342409836352e+02
5.877644010406769537e-01,-1.014336478004592215e-02,1.268825192290295879e-13,1.935484126726425558e+00,1.762317530065374171e+02
8.012435391457810585e-01,-1.349478625087875000e-02,1.280692036793914523e+00,1.957458515284638212e+00,8.732032984876572357e+01
8.135455933100762538e-01,-1.254740622562237548e-02,5.401088568658968637e-16,1.928084204292696668e+00,1.420975643240517741e+02
6.877671404226165519e-01,-1.221944697733065056e-02,1.095563035057680736e-08,1.902882133357162830e+00,2.222502329595697859e+02
6.533674638518193190e-01,-1.116556023585233912e-02,1.516329240092010977e+00,1.915257646634690225e+00,8.646751008186032550e+01
7.593270486387668772e-01,-1.339314989408331089e-02,1.739696590811547594e+00,1.894033022271170319e+00,1.253240948798269159e+02
7.470968132985166266e-01,-1.339777584487081286e-02,1.788284399049685947e+00,1.951651523296591195e+00,1.506629315808810929e+02
7.148917345739399520e-01,-1.235908091819903735e-02,1.341054456484242152e+00,1.877188043498212666e+00,1.511184378550374277e+02
7.510661032019370076e-01,-1.319811555897226936e-02,6.756848030802362300e-09,1.980402987149301408e+00,2.503939707277394291e+02
7.107950061606631564e-01,-1.312356177633484423e-02,2.090796231921762782e+00,1.920790847349695296e+00,6.085984969679332579e+01
5.634181895601279022e-01,-9.045091851102332603e-03,5.119081240590627191e-01,1.910560045177218225e+00,9.363633303219839377e+01
6.704055141722830014e-01,-1.155001999690098875e-02,1.976559727842693182e+00,1.855796632131979873e+00,4.599679424381709936e+01
7.441908211745814627e-01,-1.267191733588526881e-02,2.094737798966370480e-10,1.920784718733053342e+00,1.362733021648860756e+02
7.896666610330590474e-01,-1.408425196128957474e-02,2.472057361829294475e+00,1.876203758564777058e+00,5.091158751591334664e+01
1.120422437373298941e+00,-1.797979178029816827e-02,2.686527294478005867e+00,1.984408144686218067e+00,6.199554543009454477e+01
7.820166879039750496e-01,-1.347734784284719545e-02,1.750347493735120041e-09,1.957184684718326295e+00,1.955274081651214146e+02
4.785291843997602768e-01,-7.172161256261648000e-03,4.844294436115400559e-01,1.912038030918476794e+00,9.910392373260445709e+01
5.426840728495253563e-01,-9.433206288766822489e-03,1.590920333790727170e+00,1.868201247803807252e+00,7.675578915136206604e+01
7.583718798483707335e-01,-1.165726423897209610e-02,1.150151428338853865e+00,1.896055598590137059e+00,1.411385216849355118e+02
6.271443983669660049e-01,-1.124467433814716096e-02,3.230625548057509455e+00,1.920296677508088745e+00,6.236146444395630795e+01
9.510215166542352883e-01,-1.595493501067477352e-02,1.086189320992461571e+00,1.941415329204284834e+00,1.259801005004648147e+02
9.486000258555115083e-01,-1.602149312704396339e-02,2.696040867184346007e-13,1.978574302974244858e+00,2.208299337287354831e+02
7.000039718455957072e-01,-1.237060064588156941e-02,6.125478393933257992e-01,1.880710897902583945e+00,2.078888234420499259e+02
7.610967787141613705e-01,-1.361368689565351474e-02,1.905226777304596775e+00,1.904658880442319679e+00,2.427784649185810295e+01
5.945397927316469211e-01,-1.069069699867811890e-02,6.007644791146214536e-12,1.929561236418136261e+00,1.963474352310050506e+02
9.685808320140748551e-01,-1.578943540894386932e-02,1.182246631733625958e-01,1.972627727181630153e+00,1.727265912687931007e+02
9.208741319508213508e-01,-1.557115373226623106e-02,1.072075488361621476e+00,1.947261926468502491e+00,2.431370733132159145e+01
5.720995656123659678e-01,-9.543581488373078722e-03,1.025724455401140489e-01,1.829200114079881034e+00,1.542945539177341914e+02
7.162845761835796576e-01,-1.243679692316931873e-02,2.842565026247600102e+00,1.902076385514433365e+00,1.940211349342504166e+00
7.649340795425245698e-01,-1.237484528079275080e-02,7.828713420054141744e-11,1.903832354405040395e+00,2.300189698497773634e+02
7.295090269408067707e-01,-1.289581622761576743e-02,2.404112554514043154e+00,1.887842081630868085e+00,2.453177977958458555e+01
7.536699434644020812e-01,-1.277387889533172609e-02,1.032251601011528880e-01,1.959519591806502481e+00,1.931130627879348367e+02
7.403923236598667357e-01,-1.214000188366914056e-02,1.924318992489794766e+00,1.899376154595514565e+00,1.309989080260450922e-06
7.231767417356057548e-01,-1.225904308492363308e-02,2.534999949294167629e-10,1.908111192911400078e+00,1.680387822775191182e+02
7.818053146102862394e-01,-1.387927625472500960e-02,1.552911811707518686e+00,1.927837575202633547e+00,5.403833251709350805e+01
7.580629112342811560e-01,-1.303840925889683880e-02,2.452725230217591701e+00,2.007337287110507518e+00,9.303663175294780912e-08
6.205806350288323170e-01,-1.072615870127048392e-02,3.163049927649159709e+00,1.842034377960745539e+00,6.937110977317585278e-09
7.165995240876208427e-01,-1.248497985186152251e-02,8.394519996951531615e-01,1.893070529393237500e+00,1.353343885532059119e+02
8.151437436476822729e-01,-1.410232558823231418e-02,1.009531247711582980e+00,1.932074202437817911e+00,1.175497211671116276e+02
6.474102041591753842e-01,-1.029273811871148255e-02,2.497351063414072314e+00,1.927712598579392367e+00,9.821908786470650031e-08
7.400107041243433326e-01,-1.287109220236496918e-02,2.622387609739621261e+00,1.935075700061652748e+00,2.141855133931391819e+01
8.513622360717369997e-01,-1.557976393308652466e-02,4.544303532359284116e-14,1.940325344689699527e+00,1.151053434804577620e+02
6.666158567659974388e-01,-1.117457320927205469e-02,1.597968940316121467e+00,1.939413790868051546e+00,1.106275869253971962e+02
6.841329398453670496e-01,-1.147523698262093057e-02,2.439403027824432402e-09,1.951326085479232475e+00,1.964684899376471776e+02
9.817675183278269380e-01,-1.607256987277692895e-02,4.540331072374153229e-11,1.952338141244454039e+00,2.104803952377890255e+02
6.892905813168219709e-01,-1.164626416885727878e-02,1.456866428238868602e-10,1.887819983931992907e+00,2.280909751475076632e+02
8.761330067016545042e-01,-1.494785066630304089e-02,2.053901648596202723e+00,1.984921941648699617e+00,7.919027983314888873e-09
5.823332848461787448e-01,-9.400918215655919633e-03,3.793999752855198270e-11,1.910658880560144768e+00,1.758369753807731968e+02
6.546339590659830954e-01,-1.187293712029525820e-02,7.969342656559776916e-01,1.961490384070570858e+00,1.132425082071253399e+02
7.649993574615481240e-01,-1.267467569727156324e-02,3.901545361101625420e-01,1.892452376881576193e+00,2.311415352964399119e+02
5.488942921699224708e-01,-9.175442072200687069e-03,1.644149070781213196e+00,1.927495328361777283e+00,5.815961114169932955e+01
8.528730543948551679e-01,-1.426260108435763174e-02,2.843818469423098794e+00,1.980967940642824665e+00,6.902031751696413162e-09
6.034718741061629865e-01,-1.052344271661888667e-02,2.188993042209475881e+00,1.884256982225430477e+00,9.132697457221144077e+01
7.754373605436828409e-01,-1.363562477287122779e-02,4.334178806870171430e-01,1.899960159995572662e+00,2.070824367125494518e+02
8.354922401764354190e-01,-1.452777381953469782e-02,2.585748237147264970e-15,1.906230075315655137e+00,1.642786690400344582e+02
7.085661114168557706e-01,-1.134504123485558132e-02,1.046936212225464180e+00,1.952634637925797945e+00,1.134370212402340456e+02
7.277330318069773485e-01,-1.247697423674011541e-02,2.016363502443484279e+00,1.931235915081361831e+00,3.200283680692771782e+01
4.987296292156813693e-01,-7.953360601629348367e-03,8.726239665068173945e-01,1.877100455202204365e+00,1.396102567704832325e+02
5.896058148949694377e-01,-9.582914175637695028e-03,2.202024183488184850e+00,1.977910611261999962e+00,5.617903725688946537e+01
7.571508504425090713e-01,-1.237798163946018243e-02,1.521639106357997595e-01,1.953857852797433514e+00,2.064999491068352597e+02
6.473378312456468109e-01,-1.145337477589857683e-02,1.625726397549181357e+00,1.912825272211168492e+00,2.307973147522292479e+01
7.280126273884388599e-01,-1.249311162941189532e-02,3.375770518629115924e-01,1.967480910505797764e+00,1.033325010562908801e+02
6.898927862061550176e-01,-1.173308023084068501e-02,3.809671810438384358e-09,1.894511688139115080e+00,1.330815503065495307e+02
5.989321098452650149e-01,-9.472024499477940673e-03,7.056223910799538923e-02,1.909751837558426590e+00,2.005188346171774469e+02
6.846429458638095822e-01,-1.196621068762956409e-02,4.795585366380087922e-01,1.888344921319089265e+00,1.808522150656095278e+02
6.969933551464518873e-01,-1.237279978790913754e-02,7.978548847675143163e-01,1.917371457803371815e+00,1.035423923483916155e+02
6.581132748388905940e-01,-1.199677390216956178e-02,9.529780604989609438e-01,1.895814141874974101e+00,1.130096052440865719e+02
6.522320839835884509e-01,-1.156071230015933218e-02,2.072351490002954951e-10,1.957942647833383676e+00,2.479524757469789620e+02
8.208960517541428192e-01,-1.474847816594223107e-02,1.890375346134342216e+00,1.993846504239006112e+00,2.886282833698328734e-09
7.560304892022846612e-01,-1.241554773641464007e-02,1.099297213341204671e+00,1.880110410027959977e+00,9.320653643984941539e+01
8.356089544142930592e-01,-1.412785564261000680e-02,1.486907568760805098e+00,1.947058555958705472e+00,9.092104818170061264e+01
5.842875716622465410e-01,-9.456978078523168435e-03,9.928982509826206337e-01,1.944032775472724683e+00,9.937154288798136292e+01
6.421322186285151057e-01,-1.154122148502267561e-02,3.421706838069353829e+00,1.941067789936737897e+00,1.688234179392108203e+01
8.691877074190926811e-01,-1.369450578300833964e-02,1.771103442674519801e+00,1.898012525808688844e+00,2.408565178187609353e-09
7.375047742180577126e-01,-1.311716914709468336e-02,8.667338700844695598e-01,1.924144587664258221e+00,1.970390268585639717e+02
8.702224135209634115e-01,-1.424712824752488380e-02,8.531471351740906872e-01,1.966455998790500814e+00,2.269412750133591032e+02
7.608481091394132534e-01,-1.231939179751721618e-02,1.882299973674022298e-01,1.932298686242399199e+00,1.892037461655094148e+02
5.720444381142519852e-01,-8.741837821253812049e-03,1.020928398207631593e+00,1.882796926921062486e+00,8.828970481202829035e+01
6.728062134780565806e-01,-1.126003293126675089e-02,1.502982090923901781e+00,1.925883935785173584e+00,1.399673412985081598e+02
6.512517740226944074e-01,-1.116887362664652564e-02,1.671083462620178484e+00,1.974028659416005249e+00,8.978091431412636325e+01
6.394938251798858442e-01,-1.165699050381357495e-02,2.743663723992073589e+00,1.913523026624025292e+00,2.642107966086811999e+01
8.116797397264252645e-01,-1.322391991233135174e-02,1.071649550820759078e-01,1.919866655389356414e+00,1.869588212504394278e+02
7.429302404760077527e-01,-1.393035906464731681e-02,4.083233109420106866e-01,1.946022669175634601e+00,1.727271745625922961e+02
9.217110390640157469e-01,-1.525808382948485795e-02,2.477681477991095615e+00,2.006952377006929300e+00,1.271167263800803574e-09
6.546120706189408889e-01,-1.261629050323112740e-02,9.141932700949821842e-09,1.938518412325286988e+00,2.336092442687585162e+02
8.332547768307660974e-01,-1.428582273479604009e-02,3.173358201395716049e-09,1.960221952517219757e+00,2.347933143202071449e+02
7.600988252487494989e-01,-1.300264661827613653e-02,1.828492304466780682e+00,1.922684994307004125e+00,1.757114880333746854e+01
6.349042280965895291e-01,-1.146865253746408818e-02,1.743925265852387607e+00,1.920790672449321335e+00,6.527046710637203830e+01
9.961386997660817144e-01,-1.642303909357135244e-02,1.268336413743037960e+00,1.949102360390214672e+00,7.084426778575786443e+01
8.198353488130417643e-01,-1.387859701364600393e-02,1.497056207822917090e-11,1.891388406230061214e+00,1.362599687115560982e+02
6.888669591006375548e-01,-1.176287841987368708e-02,1.208763694474015835e-08,1.931348316711638091e+00,2.045328395274987940e+02
8.218377696208468697e-01,-1.389157602924004885e-02,1.314559873532838659e-09,1.956774300779760223e+00,2.059151086937516766e+02
6.634808152805155013e-01,-1.079261569354033820e-02,1.356841594748287916e+00,1.874210077382890915e+00,9.020539589121516144e+01
6.182527876853868287e-01,-1.040784000735544938e-02,8.474812680463194026e-01,1.921811149139581065e+00,1.301381602350747357e+02
6.152610045945842154e-01,-9.708808638860732740e-03,5.280938587406484030e-01,1.941253135836222388e+00,1.086718870432423500e+02
6.853818047084537790e-01,-1.170934505631881020e-02,2.153376227633349238e+00,1.905583262251328902e+00,1.823394506444597951e+01
9.356733645322518056e-01,-1.470070245464612062e-02,2.361769454457867956e-01,1.942071504158602968e+00,1.684371312814269857e+02
8.222805131308296156e-01,-1.462012768413472122e-02,1.690432624261273276e-01,1.961825630240790375e+00,1.164492027724695191e+02
5.832005273750047181e-01,-9.233398178587409050e-03,1.879625600684082187e-11,1.899530336395383934e+00,2.558575568597420897e+02
8.458725175962013010e-01,-1.457565111964298152e-02,2.452124120062032504e-09,1.936032351259867390e+00,1.934661218487873668e+02
7.672061805848494620e-01,-1.329310758666058662e-02,9.862637226057412443e-01,1.917938759988939923e+00,9.065206649093931901e+01
6.703653306206999174e-01,-1.300898131517807914e-02,1.984448343762519107e+00,1.949580376792686254e+00,2.539942804185710795e-08
